player,team,position,year,salary
Glenn Robinson,ATL,3,2000,0
Glenn Robinson,ATL,3,1999,0
Glenn Robinson,ATL,3,1998,0
Grant Long,ATL,4,2018,0
Grant Long,ATL,4,2017,0
Grant Long,ATL,4,2016,0
Grant Long,ATL,4,2015,0
Grant Long,ATL,4,2014,0
Grant Long,ATL,4,2013,0
Grant Long,ATL,4,2012,0
Grant Long,ATL,4,2011,0
Grant Long,ATL,4,2010,0
Grant Long,ATL,4,2009,0
Grant Long,ATL,4,2008,0
Grant Long,ATL,4,2007,0
Grant Long,ATL,4,2006,0
Grant Long,ATL,4,2005,0
Grant Long,ATL,4,2004,0
Grant Long,ATL,4,2003,0
Grant Long,ATL,4,2002,0
Grant Long,ATL,4,2001,0
Grant Long,ATL,4,2000,0
Grant Long,ATL,4,1999,2977000
Grant Long,ATL,4,1998,0
Gustavo Ayon,ATL,5,2018,0
Gustavo Ayon,ATL,5,2017,0
Gustavo Ayon,ATL,5,2016,0
Gustavo Ayon,ATL,5,2015,0
Gustavo Ayon,ATL,5,2014,1500000
Gustavo Ayon,ATL,5,2013,0
Gustavo Ayon,ATL,5,2012,0
Gustavo Ayon,ATL,5,2011,0
Gustavo Ayon,ATL,5,2010,0
Gustavo Ayon,ATL,5,2009,0
Gustavo Ayon,ATL,5,2008,0
Gustavo Ayon,ATL,5,2007,0
Gustavo Ayon,ATL,5,2006,0
Gustavo Ayon,ATL,5,2005,0
Gustavo Ayon,ATL,5,2004,0
Gustavo Ayon,ATL,5,2003,0
Gustavo Ayon,ATL,5,2002,0
Gustavo Ayon,ATL,5,2001,0
Gustavo Ayon,ATL,5,2000,0
Gustavo Ayon,ATL,5,1999,0
Gustavo Ayon,ATL,5,1998,0
Hanno Mottola,ATL,3,2018,0
Hanno Mottola,ATL,3,2017,0
Hanno Mottola,ATL,3,2016,0
Hanno Mottola,ATL,3,2015,0
Hanno Mottola,ATL,3,2014,0
Hanno Mottola,ATL,3,2013,0
Hanno Mottola,ATL,3,2012,0
Hanno Mottola,ATL,3,2011,0
Hanno Mottola,ATL,3,2010,0
Hanno Mottola,ATL,3,2009,0
Hanno Mottola,ATL,3,2008,0
Hanno Mottola,ATL,3,2007,0
Hanno Mottola,ATL,3,2006,0
Hanno Mottola,ATL,3,2005,0
Hanno Mottola,ATL,3,2004,0
Hanno Mottola,ATL,3,2003,0
Hanno Mottola,ATL,3,2002,465850
Hanno Mottola,ATL,3,2001,316969
Hanno Mottola,ATL,3,2000,0
Hanno Mottola,ATL,3,1999,0
Hanno Mottola,ATL,3,1998,0
Hilton Armstrong,ATL,5,2018,0
Hilton Armstrong,ATL,5,2017,0
Hilton Armstrong,ATL,5,2016,0
Hilton Armstrong,ATL,5,2015,0
Hilton Armstrong,ATL,5,2014,0
Hilton Armstrong,ATL,5,2013,0
Hilton Armstrong,ATL,5,2012,0
Hilton Armstrong,ATL,5,2011,992680
Hilton Armstrong,ATL,5,2010,0
Hilton Armstrong,ATL,5,2009,0
Hilton Armstrong,ATL,5,2008,0
Hilton Armstrong,ATL,5,2007,0
Hilton Armstrong,ATL,5,2006,0
Hilton Armstrong,ATL,5,2005,0
Hilton Armstrong,ATL,5,2004,0
Hilton Armstrong,ATL,5,2003,0
Hilton Armstrong,ATL,5,2002,0
Hilton Armstrong,ATL,5,2001,0
Hilton Armstrong,ATL,5,2000,0
Hilton Armstrong,ATL,5,1999,0
Hilton Armstrong,ATL,5,1998,0
Ira Newble,ATL,3,2018,0
Ira Newble,ATL,3,2017,0
Ira Newble,ATL,3,2016,0
Ira Newble,ATL,3,2015,0
Ira Newble,ATL,3,2014,0
Ira Newble,ATL,3,2013,0
Ira Newble,ATL,3,2012,0
Ira Newble,ATL,3,2011,0
Ira Newble,ATL,3,2010,0
Ira Newble,ATL,3,2009,0
Ira Newble,ATL,3,2008,0
Ira Newble,ATL,3,2007,0
Ira Newble,ATL,3,2006,0
Ira Newble,ATL,3,2005,0
Ira Newble,ATL,3,2004,0
Ira Newble,ATL,3,2003,587435
Ira Newble,ATL,3,2002,0
Ira Newble,ATL,3,2001,0
Ira Newble,ATL,3,2000,0
Ira Newble,ATL,3,1999,0
Ira Newble,ATL,3,1998,0
Isaiah Rider,ATL,2,2018,0
Isaiah Rider,ATL,2,2017,0
Isaiah Rider,ATL,2,2016,0
Isaiah Rider,ATL,2,2015,0
Isaiah Rider,ATL,2,2014,0
Isaiah Rider,ATL,2,2013,0
Isaiah Rider,ATL,2,2012,0
Isaiah Rider,ATL,2,2011,0
Isaiah Rider,ATL,2,2010,0
Isaiah Rider,ATL,2,2009,0
Isaiah Rider,ATL,2,2008,0
Isaiah Rider,ATL,2,2007,0
Isaiah Rider,ATL,2,2006,0
Isaiah Rider,ATL,2,2005,0
Isaiah Rider,ATL,2,2004,0
Isaiah Rider,ATL,2,2003,0
Isaiah Rider,ATL,2,2002,0
Isaiah Rider,ATL,2,2001,0
Isaiah Rider,ATL,2,2000,5410000
Isaiah Rider,ATL,2,1999,0
Isaiah Rider,ATL,2,1998,0
Ivan Johnson,ATL,4,2018,0
Ivan Johnson,ATL,4,2017,0
Ivan Johnson,ATL,4,2016,0
Ivan Johnson,ATL,4,2015,0
Ivan Johnson,ATL,4,2014,0
Ivan Johnson,ATL,4,2013,962195
Ivan Johnson,ATL,4,2012,473604
Ivan Johnson,ATL,4,2011,0
Ivan Johnson,ATL,4,2010,0
Ivan Johnson,ATL,4,2009,0
Ivan Johnson,ATL,4,2008,0
Ivan Johnson,ATL,4,2007,0
Ivan Johnson,ATL,4,2006,0
Ivan Johnson,ATL,4,2005,0
Ivan Johnson,ATL,4,2004,0
Ivan Johnson,ATL,4,2003,0
Ivan Johnson,ATL,4,2002,0
Ivan Johnson,ATL,4,2001,0
Ivan Johnson,ATL,4,2000,0
Ivan Johnson,ATL,4,1999,0
Ivan Johnson,ATL,4,1998,0
Jacque Vaughn,ATL,1,2018,0
Jacque Vaughn,ATL,1,2017,0
Jacque Vaughn,ATL,1,2016,0
Jacque Vaughn,ATL,1,2015,0
Jacque Vaughn,ATL,1,2014,0
Jacque Vaughn,ATL,1,2013,0
Jacque Vaughn,ATL,1,2012,0
Jacque Vaughn,ATL,1,2011,0
Jacque Vaughn,ATL,1,2010,0
Jacque Vaughn,ATL,1,2009,0
Jacque Vaughn,ATL,1,2008,0
Jacque Vaughn,ATL,1,2007,0
Jacque Vaughn,ATL,1,2006,0
Jacque Vaughn,ATL,1,2005,0
Jacque Vaughn,ATL,1,2004,813679
Jacque Vaughn,ATL,1,2003,0
Jacque Vaughn,ATL,1,2002,590850
Jacque Vaughn,ATL,1,2001,0
Jacque Vaughn,ATL,1,2000,0
Jacque Vaughn,ATL,1,1999,0
Jacque Vaughn,ATL,1,1998,0
Jamal Crawford,ATL,2,2018,0
Jamal Crawford,ATL,2,2017,0
Jamal Crawford,ATL,2,2016,0
Jamal Crawford,ATL,2,2015,0
Jamal Crawford,ATL,2,2014,0
Jamal Crawford,ATL,2,2013,0
Jamal Crawford,ATL,2,2012,0
Jamal Crawford,ATL,2,2011,10800000
Jamal Crawford,ATL,2,2010,9360000
Jamal Crawford,ATL,2,2009,0
Jamal Crawford,ATL,2,2008,0
Jamal Crawford,ATL,2,2007,0
Jamal Crawford,ATL,2,2006,0
Jamal Crawford,ATL,2,2005,0
Jamal Crawford,ATL,2,2004,0
Jamal Crawford,ATL,2,2003,0
Jamal Crawford,ATL,2,2002,0
Jamal Crawford,ATL,2,2001,0
Jamal Crawford,ATL,2,2000,0
Jamal Crawford,ATL,2,1999,0
Jamal Crawford,ATL,2,1998,0
Jannero Pargo,ATL,1,2018,0
Jannero Pargo,ATL,1,2017,0
Jannero Pargo,ATL,1,2016,0
Jannero Pargo,ATL,1,2015,0
Jannero Pargo,ATL,1,2014,0
Jannero Pargo,ATL,1,2013,165487
Jannero Pargo,ATL,1,2012,1223166
Jannero Pargo,ATL,1,2011,0
Jannero Pargo,ATL,1,2010,0
Jannero Pargo,ATL,1,2009,0
Jannero Pargo,ATL,1,2008,0
Jannero Pargo,ATL,1,2007,0
Jannero Pargo,ATL,1,2006,0
Jannero Pargo,ATL,1,2005,0
Jannero Pargo,ATL,1,2004,0
Jannero Pargo,ATL,1,2003,0
Jannero Pargo,ATL,1,2002,0
Jannero Pargo,ATL,1,2001,0
Jannero Pargo,ATL,1,2000,0
Jannero Pargo,ATL,1,1999,0
Jannero Pargo,ATL,1,1998,0
Jared Cunningham,ATL,2,2018,0
Jared Cunningham,ATL,2,2017,0
Jared Cunningham,ATL,2,2016,2204370
Jared Cunningham,ATL,2,2015,1260360
Jared Cunningham,ATL,2,2014,1208400
Jared Cunningham,ATL,2,2013,0
Jared Cunningham,ATL,2,2012,0
Jared Cunningham,ATL,2,2011,0
Jared Cunningham,ATL,2,2010,0
Jared Cunningham,ATL,2,2009,0
Jared Cunningham,ATL,2,2008,0
Jared Cunningham,ATL,2,2007,0
Jared Cunningham,ATL,2,2006,0
Jared Cunningham,ATL,2,2005,0
Jared Cunningham,ATL,2,2004,0
Jared Cunningham,ATL,2,2003,0
Jared Cunningham,ATL,2,2002,0
Jared Cunningham,ATL,2,2001,0
Jared Cunningham,ATL,2,2000,0
Jared Cunningham,ATL,2,1999,0
Jared Cunningham,ATL,2,1998,0
Jason Collier,ATL,5,2018,0
Jason Collier,ATL,5,2017,0
Jason Collier,ATL,5,2016,0
Jason Collier,ATL,5,2015,0
Jason Collier,ATL,5,2014,0
Jason Collier,ATL,5,2013,0
Jason Collier,ATL,5,2012,0
Jason Collier,ATL,5,2011,0
Jason Collier,ATL,5,2010,0
Jason Collier,ATL,5,2009,0
Jason Collier,ATL,5,2008,0
Jason Collier,ATL,5,2007,0
Jason Collier,ATL,5,2006,1650000
Jason Collier,ATL,5,2005,1500000
Jason Collier,ATL,5,2004,0
Jason Collier,ATL,5,2003,0
Jason Collier,ATL,5,2002,0
Jason Collier,ATL,5,2001,0
Jason Collier,ATL,5,2000,0
Jason Collier,ATL,5,1999,0
Jason Collier,ATL,5,1998,0
Jason Collins,ATL,5,2018,0
Jason Collins,ATL,5,2017,0
Jason Collins,ATL,5,2016,0
Jason Collins,ATL,5,2015,0
Jason Collins,ATL,5,2014,0
Jason Collins,ATL,5,2013,0
Jason Collins,ATL,5,2012,1352181
Jason Collins,ATL,5,2011,1352181
Jason Collins,ATL,5,2010,1181803
Jason Collins,ATL,5,2009,0
Jason Collins,ATL,5,2008,0
Jason Collins,ATL,5,2007,0
Jason Collins,ATL,5,2006,0
Jason Collins,ATL,5,2005,0
Jason Collins,ATL,5,2004,0
Jason Collins,ATL,5,2003,0
Jason Collins,ATL,5,2002,0
Jason Collins,ATL,5,2001,0
Jason Collins,ATL,5,2000,0
Jason Collins,ATL,5,1999,0
Jason Collins,ATL,5,1998,0
Jason Terry,ATL,2,2018,0
Jason Terry,ATL,2,2017,0
Jason Terry,ATL,2,2016,0
Jason Terry,ATL,2,2015,0
Jason Terry,ATL,2,2014,0
Jason Terry,ATL,2,2013,0
Jason Terry,ATL,2,2012,0
Jason Terry,ATL,2,2011,0
Jason Terry,ATL,2,2010,0
Jason Terry,ATL,2,2009,0
Jason Terry,ATL,2,2008,0
Jason Terry,ATL,2,2007,0
Jason Terry,ATL,2,2006,0
Jason Terry,ATL,2,2005,0
Jason Terry,ATL,2,2004,8333333
Jason Terry,ATL,2,2003,2153934
Jason Terry,ATL,2,2002,1689360
Jason Terry,ATL,2,2001,1579080
Jason Terry,ATL,2,2000,1468920
Jason Terry,ATL,2,1999,0
Jason Terry,ATL,2,1998,0
Jeff Teague,ATL,1,2018,0
Jeff Teague,ATL,1,2017,8000000
Jeff Teague,ATL,1,2016,8000000
Jeff Teague,ATL,1,2015,8000000
Jeff Teague,ATL,1,2014,8000000
Jeff Teague,ATL,1,2013,2433077
Jeff Teague,ATL,1,2012,1579920
Jeff Teague,ATL,1,2011,1476840
Jeff Teague,ATL,1,2010,1373880
Jeff Teague,ATL,1,2009,0
Jeff Teague,ATL,1,2008,0
Jeff Teague,ATL,1,2007,0
Jeff Teague,ATL,1,2006,0
Jeff Teague,ATL,1,2005,0
Jeff Teague,ATL,1,2004,0
Jeff Teague,ATL,1,2003,0
Jeff Teague,ATL,1,2002,0
Jeff Teague,ATL,1,2001,0
Jeff Teague,ATL,1,2000,0
Jeff Teague,ATL,1,1999,0
Jeff Teague,ATL,1,1998,0
Jeffrey Sheppard,ATL,2,2018,0
Jeffrey Sheppard,ATL,2,2017,0
Jeffrey Sheppard,ATL,2,2016,0
Jeffrey Sheppard,ATL,2,2015,0
Jeffrey Sheppard,ATL,2,2014,0
Jeffrey Sheppard,ATL,2,2013,0
Jeffrey Sheppard,ATL,2,2012,0
Jeffrey Sheppard,ATL,2,2011,0
Jeffrey Sheppard,ATL,2,2010,0
Jeffrey Sheppard,ATL,2,2009,0
Jeffrey Sheppard,ATL,2,2008,0
Jeffrey Sheppard,ATL,2,2007,0
Jeffrey Sheppard,ATL,2,2006,0
Jeffrey Sheppard,ATL,2,2005,0
Jeffrey Sheppard,ATL,2,2004,0
Jeffrey Sheppard,ATL,2,2003,0
Jeffrey Sheppard,ATL,2,2002,0
Jeffrey Sheppard,ATL,2,2001,0
Jeffrey Sheppard,ATL,2,2000,385000
Jeffrey Sheppard,ATL,2,1999,287500
Jeffrey Sheppard,ATL,2,1998,0
Jeremy Tyler,ATL,5,2018,0
Jeremy Tyler,ATL,5,2017,0
Jeremy Tyler,ATL,5,2016,0
Jeremy Tyler,ATL,5,2015,0
Jeremy Tyler,ATL,5,2014,100000
Jeremy Tyler,ATL,5,2013,762195
Jeremy Tyler,ATL,5,2012,0
Jeremy Tyler,ATL,5,2011,0
Jeremy Tyler,ATL,5,2010,0
Jeremy Tyler,ATL,5,2009,0
Jeremy Tyler,ATL,5,2008,0
Jeremy Tyler,ATL,5,2007,0
Jeremy Tyler,ATL,5,2006,0
Jeremy Tyler,ATL,5,2005,0
Jeremy Tyler,ATL,5,2004,0
Jeremy Tyler,ATL,5,2003,0
Jeremy Tyler,ATL,5,2002,0
Jeremy Tyler,ATL,5,2001,0
Jeremy Tyler,ATL,5,2000,0
Jeremy Tyler,ATL,5,1999,0
Jeremy Tyler,ATL,5,1998,0
Jerry Stackhouse,ATL,2,2018,0
Jerry Stackhouse,ATL,2,2017,0
Jerry Stackhouse,ATL,2,2016,0
Jerry Stackhouse,ATL,2,2015,0
Jerry Stackhouse,ATL,2,2014,0
Jerry Stackhouse,ATL,2,2013,0
Jerry Stackhouse,ATL,2,2012,1352181
Jerry Stackhouse,ATL,2,2011,0
Jerry Stackhouse,ATL,2,2010,0
Jerry Stackhouse,ATL,2,2009,0
Jerry Stackhouse,ATL,2,2008,0
Jerry Stackhouse,ATL,2,2007,0
Jerry Stackhouse,ATL,2,2006,0
Jerry Stackhouse,ATL,2,2005,0
Jerry Stackhouse,ATL,2,2004,0
Jerry Stackhouse,ATL,2,2003,0
Jerry Stackhouse,ATL,2,2002,0
Jerry Stackhouse,ATL,2,2001,0
Jerry Stackhouse,ATL,2,2000,0
Jerry Stackhouse,ATL,2,1999,0
Jerry Stackhouse,ATL,2,1998,0
Jim Jackson,ATL,3,2018,0
Jim Jackson,ATL,3,2017,0
Jim Jackson,ATL,3,2016,0
Jim Jackson,ATL,3,2015,0
Jim Jackson,ATL,3,2014,0
Jim Jackson,ATL,3,2013,0
Jim Jackson,ATL,3,2012,0
Jim Jackson,ATL,3,2011,0
Jim Jackson,ATL,3,2010,0
Jim Jackson,ATL,3,2009,0
Jim Jackson,ATL,3,2008,0
Jim Jackson,ATL,3,2007,0
Jim Jackson,ATL,3,2006,0
Jim Jackson,ATL,3,2005,0
Jim Jackson,ATL,3,2004,0
Jim Jackson,ATL,3,2003,0
Jim Jackson,ATL,3,2002,0
Jim Jackson,ATL,3,2001,2330000
Jim Jackson,ATL,3,2000,1925000
Jim Jackson,ATL,3,1999,0
Jim Jackson,ATL,3,1998,0
Joe Johnson,ATL,2,2018,0
Joe Johnson,ATL,2,2017,0
Joe Johnson,ATL,2,2016,0
Joe Johnson,ATL,2,2015,0
Joe Johnson,ATL,2,2014,0
Joe Johnson,ATL,2,2013,0
Joe Johnson,ATL,2,2012,18038573
Joe Johnson,ATL,2,2011,16324500
Joe Johnson,ATL,2,2010,14976754
Joe Johnson,ATL,2,2009,14232567
Joe Johnson,ATL,2,2008,13488377
Joe Johnson,ATL,2,2007,12744189
Joe Johnson,ATL,2,2006,12000000
Joe Johnson,ATL,2,2005,0
Joe Johnson,ATL,2,2004,0
Joe Johnson,ATL,2,2003,0
Joe Johnson,ATL,2,2002,0
Joe Johnson,ATL,2,2001,0
Joe Johnson,ATL,2,2000,0
Joe Johnson,ATL,2,1999,0
Joe Johnson,ATL,2,1998,0
Joe Smith,ATL,4,2018,0
Joe Smith,ATL,4,2017,0
Joe Smith,ATL,4,2016,0
Joe Smith,ATL,4,2015,0
Joe Smith,ATL,4,2014,0
Joe Smith,ATL,4,2013,0
Joe Smith,ATL,4,2012,0
Joe Smith,ATL,4,2011,0
Joe Smith,ATL,4,2010,1306455
Joe Smith,ATL,4,2009,0
Joe Smith,ATL,4,2008,0
Joe Smith,ATL,4,2007,0
Joe Smith,ATL,4,2006,0
Joe Smith,ATL,4,2005,0
Joe Smith,ATL,4,2004,0
Joe Smith,ATL,4,2003,0
Joe Smith,ATL,4,2002,0
Joe Smith,ATL,4,2001,0
Joe Smith,ATL,4,2000,0
Joe Smith,ATL,4,1999,0
Joe Smith,ATL,4,1998,0
Johan Petro,ATL,5,2018,0
Johan Petro,ATL,5,2017,0
Johan Petro,ATL,5,2016,0
Johan Petro,ATL,5,2015,0
Johan Petro,ATL,5,2014,0
Johan Petro,ATL,5,2013,3500000
Johan Petro,ATL,5,2012,0
Johan Petro,ATL,5,2011,0
Johan Petro,ATL,5,2010,0
Johan Petro,ATL,5,2009,0
Johan Petro,ATL,5,2008,0
Johan Petro,ATL,5,2007,0
Johan Petro,ATL,5,2006,0
Johan Petro,ATL,5,2005,0
Johan Petro,ATL,5,2004,0
Johan Petro,ATL,5,2003,0
Johan Petro,ATL,5,2002,0
Johan Petro,ATL,5,2001,0
Johan Petro,ATL,5,2000,0
Johan Petro,ATL,5,1999,0
Johan Petro,ATL,5,1998,0
John Edwards,ATL,5,2018,0
John Edwards,ATL,5,2017,0
John Edwards,ATL,5,2016,0
John Edwards,ATL,5,2015,0
John Edwards,ATL,5,2014,0
John Edwards,ATL,5,2013,0
John Edwards,ATL,5,2012,0
John Edwards,ATL,5,2011,0
John Edwards,ATL,5,2010,0
John Edwards,ATL,5,2009,0
John Edwards,ATL,5,2008,0
John Edwards,ATL,5,2007,0
John Edwards,ATL,5,2006,1000000
John Edwards,ATL,5,2005,0
John Edwards,ATL,5,2004,0
John Edwards,ATL,5,2003,0
John Edwards,ATL,5,2002,0
John Edwards,ATL,5,2001,0
John Edwards,ATL,5,2000,0
John Edwards,ATL,5,1999,0
John Edwards,ATL,5,1998,0
John Jenkins,ATL,2,2018,0
John Jenkins,ATL,2,2017,0
John Jenkins,ATL,2,2016,2228025
John Jenkins,ATL,2,2015,1312920
John Jenkins,ATL,2,2014,1258800
John Jenkins,ATL,2,2013,1204560
John Jenkins,ATL,2,2012,0
John Jenkins,ATL,2,2011,0
John Jenkins,ATL,2,2010,0
John Jenkins,ATL,2,2009,0
John Jenkins,ATL,2,2008,0
John Jenkins,ATL,2,2007,0
John Jenkins,ATL,2,2006,0
John Jenkins,ATL,2,2005,0
John Jenkins,ATL,2,2004,0
John Jenkins,ATL,2,2003,0
John Jenkins,ATL,2,2002,0
John Jenkins,ATL,2,2001,0
John Jenkins,ATL,2,2000,0
John Jenkins,ATL,2,1999,0
John Jenkins,ATL,2,1998,0
Jon Barry,ATL,2,2018,0
Jon Barry,ATL,2,2017,0
Jon Barry,ATL,2,2016,0
Jon Barry,ATL,2,2015,0
Jon Barry,ATL,2,2014,0
Jon Barry,ATL,2,2013,0
Jon Barry,ATL,2,2012,0
Jon Barry,ATL,2,2011,0
Jon Barry,ATL,2,2010,0
Jon Barry,ATL,2,2009,0
Jon Barry,ATL,2,2008,0
Jon Barry,ATL,2,2007,0
Jon Barry,ATL,2,2006,0
Jon Barry,ATL,2,2005,1800000
Jon Barry,ATL,2,2004,0
Jon Barry,ATL,2,2003,0
Jon Barry,ATL,2,2002,0
Jon Barry,ATL,2,2001,0
Jon Barry,ATL,2,2000,0
Jon Barry,ATL,2,1999,0
Jon Barry,ATL,2,1998,0
Jordan Farmar,ATL,1,2018,0
Jordan Farmar,ATL,1,2017,0
Jordan Farmar,ATL,1,2016,0
Jordan Farmar,ATL,1,2015,0
Jordan Farmar,ATL,1,2014,0
Jordan Farmar,ATL,1,2013,1500000
Jordan Farmar,ATL,1,2012,0
Jordan Farmar,ATL,1,2011,0
Jordan Farmar,ATL,1,2010,0
Jordan Farmar,ATL,1,2009,0
Jordan Farmar,ATL,1,2008,0
Jordan Farmar,ATL,1,2007,0
Jordan Farmar,ATL,1,2006,0
Jordan Farmar,ATL,1,2005,0
Jordan Farmar,ATL,1,2004,0
Jordan Farmar,ATL,1,2003,0
Jordan Farmar,ATL,1,2002,0
Jordan Farmar,ATL,1,2001,0
Jordan Farmar,ATL,1,2000,0
Jordan Farmar,ATL,1,1999,0
Jordan Farmar,ATL,1,1998,0
Jordan Williams,ATL,5,2018,0
Jordan Williams,ATL,5,2017,0
Jordan Williams,ATL,5,2016,0
Jordan Williams,ATL,5,2015,0
Jordan Williams,ATL,5,2014,0
Jordan Williams,ATL,5,2013,762195
Jordan Williams,ATL,5,2012,0
Jordan Williams,ATL,5,2011,0
Jordan Williams,ATL,5,2010,0
Jordan Williams,ATL,5,2009,0
Jordan Williams,ATL,5,2008,0
Jordan Williams,ATL,5,2007,0
Jordan Williams,ATL,5,2006,0
Jordan Williams,ATL,5,2005,0
Jordan Williams,ATL,5,2004,0
Jordan Williams,ATL,5,2003,0
Jordan Williams,ATL,5,2002,0
Jordan Williams,ATL,5,2001,0
Jordan Williams,ATL,5,2000,0
Jordan Williams,ATL,5,1999,0
Jordan Williams,ATL,5,1998,0
Josh Childress,ATL,3,2018,0
Josh Childress,ATL,3,2017,0
Josh Childress,ATL,3,2016,0
Josh Childress,ATL,3,2015,0
Josh Childress,ATL,3,2014,0
Josh Childress,ATL,3,2013,0
Josh Childress,ATL,3,2012,0
Josh Childress,ATL,3,2011,0
Josh Childress,ATL,3,2010,0
Josh Childress,ATL,3,2009,0
Josh Childress,ATL,3,2008,3631449
Josh Childress,ATL,3,2007,2863920
Josh Childress,ATL,3,2006,2677200
Josh Childress,ATL,3,2005,2490360
Josh Childress,ATL,3,2004,0
Josh Childress,ATL,3,2003,0
Josh Childress,ATL,3,2002,0
Josh Childress,ATL,3,2001,0
Josh Childress,ATL,3,2000,0
Josh Childress,ATL,3,1999,0
Josh Childress,ATL,3,1998,0
Josh Powell,ATL,4,2018,0
Josh Powell,ATL,4,2017,0
Josh Powell,ATL,4,2016,0
Josh Powell,ATL,4,2015,0
Josh Powell,ATL,4,2014,0
Josh Powell,ATL,4,2013,0
Josh Powell,ATL,4,2012,0
Josh Powell,ATL,4,2011,1069609
Josh Powell,ATL,4,2010,0
Josh Powell,ATL,4,2009,0
Josh Powell,ATL,4,2008,0
Josh Powell,ATL,4,2007,0
Josh Powell,ATL,4,2006,0
Josh Powell,ATL,4,2005,0
Josh Powell,ATL,4,2004,0
Josh Powell,ATL,4,2003,0
Josh Powell,ATL,4,2002,0
Josh Powell,ATL,4,2001,0
Josh Powell,ATL,4,2000,0
Josh Powell,ATL,4,1999,0
Josh Powell,ATL,4,1998,0
Josh Smith,ATL,4,2018,0
Josh Smith,ATL,4,2017,0
Josh Smith,ATL,4,2016,0
Josh Smith,ATL,4,2015,0
Josh Smith,ATL,4,2014,0
Josh Smith,ATL,4,2013,13200000
Josh Smith,ATL,4,2012,12400000
Josh Smith,ATL,4,2011,11600000
Josh Smith,ATL,4,2010,10800000
Josh Smith,ATL,4,2009,10000000
Josh Smith,ATL,4,2008,2243543
Josh Smith,ATL,4,2007,1460640
Josh Smith,ATL,4,2006,1365360
Josh Smith,ATL,4,2005,1270080
Josh Smith,ATL,4,2004,0
Josh Smith,ATL,4,2003,0
Josh Smith,ATL,4,2002,0
Josh Smith,ATL,4,2001,0
Josh Smith,ATL,4,2000,0
Josh Smith,ATL,4,1999,0
Josh Smith,ATL,4,1998,0
Ken Norman,ATL,3,2018,0
Ken Norman,ATL,3,2017,0
Ken Norman,ATL,3,2016,0
Ken Norman,ATL,3,2015,0
Ken Norman,ATL,3,2014,0
Ken Norman,ATL,3,2013,0
Ken Norman,ATL,3,2012,0
Ken Norman,ATL,3,2011,0
Ken Norman,ATL,3,2010,0
Ken Norman,ATL,3,2009,0
Ken Norman,ATL,3,2008,0
Ken Norman,ATL,3,2007,0
Ken Norman,ATL,3,2006,0
Ken Norman,ATL,3,2005,0
Ken Norman,ATL,3,2004,0
Ken Norman,ATL,3,2003,0
Ken Norman,ATL,3,2002,0
Ken Norman,ATL,3,2001,0
Ken Norman,ATL,3,2000,0
Ken Norman,ATL,3,1999,3775000
Ken Norman,ATL,3,1998,3332000
Kenny Anderson,ATL,1,2018,0
Kenny Anderson,ATL,1,2017,0
Kenny Anderson,ATL,1,2016,0
Kenny Anderson,ATL,1,2015,0
Kenny Anderson,ATL,1,2014,0
Kenny Anderson,ATL,1,2013,0
Kenny Anderson,ATL,1,2012,0
Kenny Anderson,ATL,1,2011,0
Kenny Anderson,ATL,1,2010,0
Kenny Anderson,ATL,1,2009,0
Kenny Anderson,ATL,1,2008,0
Kenny Anderson,ATL,1,2007,0
Kenny Anderson,ATL,1,2006,0
Kenny Anderson,ATL,1,2005,1100000
Kenny Anderson,ATL,1,2004,0
Kenny Anderson,ATL,1,2003,0
Kenny Anderson,ATL,1,2002,0
Kenny Anderson,ATL,1,2001,0
Kenny Anderson,ATL,1,2000,0
Kenny Anderson,ATL,1,1999,0
Kenny Anderson,ATL,1,1998,0
Kevin Willis,ATL,4,2018,0
Kevin Willis,ATL,4,2017,0
Kevin Willis,ATL,4,2016,0
Kevin Willis,ATL,4,2015,0
Kevin Willis,ATL,4,2014,0
Kevin Willis,ATL,4,2013,0
Kevin Willis,ATL,4,2012,0
Kevin Willis,ATL,4,2011,0
Kevin Willis,ATL,4,2010,0
Kevin Willis,ATL,4,2009,0
Kevin Willis,ATL,4,2008,0
Kevin Willis,ATL,4,2007,0
Kevin Willis,ATL,4,2006,0
Kevin Willis,ATL,4,2005,1300000
Kevin Willis,ATL,4,2004,0
Kevin Willis,ATL,4,2003,0
Kevin Willis,ATL,4,2002,0
Kevin Willis,ATL,4,2001,0
Kevin Willis,ATL,4,2000,0
Kevin Willis,ATL,4,1999,0
Kevin Willis,ATL,4,1998,0
Kirk Hinrich,ATL,1,2018,0
Kirk Hinrich,ATL,1,2017,0
Kirk Hinrich,ATL,1,2016,0
Kirk Hinrich,ATL,1,2015,0
Kirk Hinrich,ATL,1,2014,0
Kirk Hinrich,ATL,1,2013,0
Kirk Hinrich,ATL,1,2012,8100000
Kirk Hinrich,ATL,1,2011,9000000
Kirk Hinrich,ATL,1,2010,0
Kirk Hinrich,ATL,1,2009,0
Kirk Hinrich,ATL,1,2008,0
Kirk Hinrich,ATL,1,2007,0
Kirk Hinrich,ATL,1,2006,0
Kirk Hinrich,ATL,1,2005,0
Kirk Hinrich,ATL,1,2004,0
Kirk Hinrich,ATL,1,2003,0
Kirk Hinrich,ATL,1,2002,0
Kirk Hinrich,ATL,1,2001,0
Kirk Hinrich,ATL,1,2000,0
Kirk Hinrich,ATL,1,1999,0
Kirk Hinrich,ATL,1,1998,0
Kyle Korver,ATL,3,2018,0
